unique_id,release_year,title,origin,genre,plot
86,2000,The Legend of Bagger Vance,American,drama,"As an old man having his sixth heart attack while playing golf, Hardy Greaves (Jack Lemmon), contemplates how his wife used to ask him (before her passing) why he insisted on playing ""a game that seems destined to kill[4]"" him. Explaining his love for the game, he begins the story of his childhood idol: Rannulph Junuh (Matt Damon). Junuh is the favorite son of Savannah, Georgia: a noteworthy golfer from a wealthy family, he and his beautiful girlfriend named Adele Invergordon (Charlize Theron) seem to have it all."
87,2000,Little Nicky,American,comedy,"The story revolves around a struggle to determine which of Satan's three sons will succeed their father (Harvey Keitel) as ruler of Hell. Adrian (Rhys Ifans) is the most devious, Cassius (Tom ""Tiny"" Lister, Jr.) is the cruelest, and Nicky (Adam Sandler) is their father's favorite. Adrian and Cassius claim that Nicky's mother is a goat and torment him by controlling his body with their minds."
88,2000,The Little Vampire,American,comedy,"9-year-old Tony Thompson (Jonathan Lipnicki) moves with his family to Scotland from California, where his family takes up residence in a small castle while his father is employed building a golf course on the estate of Lord McAshton. Since arriving in his new home Tony has experienced recurring nightmares about vampires and a mysterious comet. Things also don't get any better for him at school as he gets picked on by Lord McAshton's grandsons Flint and Nigel."
89,2000,Loser,American,comedy,"Paul Tannek (Jason Biggs), a small-town, intelligent kid from Upstate New York is accepted into NYU on an academic scholarship. Trying to follow the advice of his father (Dan Aykroyd) he tries to gain friends by trying to be polite and interested in others. His attempts are noticed by his new roommates Chris (Thomas Sadoski), Adam (Zak Orth) and Noah (Jimmi Simpson), three rich, spoiled, obnoxious city boys who consider his polite behavior, working class background and determination for education lame and brand him a loser."
90,2000,Lost Souls,American,horror,A small group of fervent Roman Catholics believe Satan intends to become man just as God did in the person of Jesus. Writings from a seemingly-possessed psychiatric patient lead them to Peter Kelson (Chaplin). The group suspect it is Kelson's body Satan has chosen to occupy.
91,2000,Love & Basketball,American,drama,"Monica (Sanaa Lathan) and Quincy (Omar Epps) have wanted to be professional basketball stars since they were kids. Monica wanted to play for the Los Angeles Lakers and wear Magic Johnson's number: 32. Quincy wanted to be like his father and play for the Clippers, wearing number 22."
92,2000,Lucky Numbers,American,crime,"In 1988 Russ Richards (John Travolta), the weatherman for a Harrisburg, Pennsylvania television station, is revered as a local celebrity by his viewers, and fame affords him such perks as a reserved parking spot and his own booth at Denny's, where an omelet bears his name. His eternally optimistic demeanor conceals the fact his snowmobile dealership is on the verge of bankruptcy due to an unusually warm winter."
93,2000,"Me, Myself & Irene",American,comedy,"Charlie Baileygates (Jim Carrey) is a veteran Rhode Island State Police trooper who has been taken advantage of by those around him, starting with his former wife Layla (Traylor Howard). Despite his friends warning him of Layla's infidelity, Charlie refused to accept she was in an affair, even after she gave birth to triplet black boys, until she ran off with her little person genius black lover, Shonté, abandoning her children."
94,2000,Meet the Parents,American,comedy,"Gaylord ""Greg"" Focker (Ben Stiller) is a male nurse living in Chicago. He intends to propose to his girlfriend Pam Byrnes (Teri Polo), but his plan is disrupted when he and Pam are invited to the wedding of Pam's sister, Debbie (Nicole DeHuff), at Pam's parents' house in Oyster Bay. Greg decides to propose to Pam in front of her family but this plan is put on hold when the airline loses his luggage which contains the engagement ring."
95,2000,Memento,American,thriller,"The film starts with the Polaroid photograph of a dead man. As the sequence plays backwards the photo reverts to its undeveloped state, entering the camera before the man is shot in the head. The film then continues, alternating between black and white and color sequences."
96,2000,Men of Honor,American,biography,"Carl Brashear leaves his native Kentucky and the life of a sharecropper in 1948 by joining the United States Navy. As a crew member of the salvage ship USS Hoist, where he is assigned to the galley, he is inspired by the bravery of one of the divers, Master Chief Petty Officer Leslie William ""Billy"" Sunday. He is determined to overcome racism and become the first black American Navy diver, even proclaiming that he will become a master diver."
97,2000,Mercy Streets,American,action,"Mercy Streets is the story of twin brothers, John (David White), a con man and Jeremiah (David White), a pastor, who are forced to switch lives. After being released from prison, John is looking to make a new start, and agrees to work for his father figure and mentor Rome (Eric Roberts). When John attempts to double cross Rome, it sets off a chain reaction which turns the lives of both brothers into turmoil."
98,2000,The Million Dollar Hotel,American,drama,"A group of very different people live in a hotel in Los Angeles, California including the romantically involved Tom Tom (Davies) and Eloise (Milla Jovovich). The events that unfold are the result of the death of an important resident; the son (Tim Roth) of a billionaire media mogul. His father commissions an FBI agent (Gibson) to look into his death."
99,2000,Miss Congeniality,American,comedy,"In 1982, a very young Gracie Hart steps into a playground fight to beat up a bully who is threatening a boy she likes. However, the boy feels humiliated at being rescued ""by a girl"", and rejects her rudely, whereupon she punches him in the nose and leaves to sulk alone. Years later, Gracie is now a tough Special Agent for the FBI."
100,2000,Mission to Mars,American,science fiction,"In 2020, the Mars I spacecraft to planet Mars, is commanded by Luke Graham (Don Cheadle) with fellow astronauts Nicholas Willis (Kavan Smith), Sergei Kirov (Peter Outerbridge), and Renée Coté (Jill Teed). Upon arrival, the team discovers a crystalline formation in the Cydonia region, which they suspect is an extrusion from a subsurface geothermal column of water, useful to future human colonization. After reporting this to the World Space Station, they investigate the formation and hear a strange sound on their communications system, which they assume to be interference from their planetary rover."
101,2000,Mission: Impossible 2,American,action,"Ethan Hunt is alerted by the IMF that someone has used his identity to assist bio-chemical expert Dr. Vladimir Nekhorvich to enter the United States, only to kill him in a subsequent plane crash. Nekhorvich, an old friend of Ethan, had forewarned the IMF of his arrival, planning to deliver to them a new bioweapon, Chimera, and its cure, Bellerophon. He was forced to develop these by Biocyte Pharmaceuticals."
102,2000,My Dog Skip,American,family,"Willie Morris as an adult is looking back on his childhood in the early 1940s and how it was colored by his dearly beloved dog, a Jack Russell Terrier whom he had named Skip. In the beginning, Willie is a lonely 9-year old child with a gruff, proud father, a Spanish Civil War veteran, and a charismatic, talkative mother, a housewife, but he is an only child and small for his age with few friends. His one companion is a young man who lives next door, Dink Jenkins, who is the local sports hero in Mississippi."
